ST_B10,latitude,longitude,temperature_2m,Humidity,Wind_Speed,NDVI,NDBI,NDWI,,
43.99607588,17.33636209,78.43213204,29.74529462,48.0243818,0.806763646,0.579452623,-0.149989583,-0.548264498,,
42.44087678,17.49895716,78.34364798,29.72920759,46.81250449,0.654259583,0.27652365,0.01235905,-0.305167271,,
45.08984228,17.29863285,78.37463986,29.74529462,48.0243818,0.806763646,0.296444478,0.102262218,-0.378041404,,
41.23431572,17.34624356,78.35532608,29.74529462,48.0243818,0.806763646,0.420748132,0.03992909,-0.471161775,,
43.31930792,17.44460908,78.38137722,29.86728355,47.12764728,0.770703214,0.156939267,0.084857439,-0.21160009,,
43.03561226,17.29503959,78.51657367,29.94512766,47.48671738,0.874405406,0.499443378,-0.030733516,-0.512495478,,
40.08927902,17.54387292,78.52825177,29.77357556,47.01103567,0.82392845,0.582095616,-0.129667338,-0.565812468,,
37.38904322,17.29054801,78.48782758,29.94512766,47.48671738,0.874405406,0.238142208,-0.212288735,-0.198025341,,
42.17427122,17.45628718,78.44425929,29.68316739,46.75500842,0.74540959,0.232769871,-0.038138975,-0.271560324,,
47.03811368,17.3426503,78.54891302,29.94512766,47.48671738,0.874405406,0.287677187,0.066664916,-0.334743403,,
42.81685898,17.46257539,78.38362301,29.68316739,46.75500842,0.74540959,0.110267914,0.047516408,-0.170059278,,
45.44873438,17.32513315,78.55115881,30.1093608,47.5164543,0.926831332,0.202354962,0.015526327,-0.274348032,,
43.07321048,17.49177063,78.40697921,29.68316739,46.75500842,0.74540959,0.278102553,-0.056602003,-0.324882985,,
42.98092394,17.47784675,78.49187,29.77357556,47.01103567,0.82392845,0.387429755,-0.020590934,-0.429100067,,
45.212891,17.32153989,78.48558179,29.94512766,47.48671738,0.874405406,0.247646396,0.056293328,-0.300055334,,
40.23283586,17.38487111,78.42225057,29.86728355,47.12764728,0.770703214,0.640352366,-0.283349282,-0.59170457,,
39.78507524,17.44281245,78.34948703,29.71647553,47.550813,0.690853673,0.639090131,-0.186452736,-0.589363714,,
41.41547078,17.40643068,78.55430291,30.15452944,47.29115994,0.905859426,0.521891958,-0.10835329,-0.503143749,,
44.85741692,17.34220114,78.59876952,30.1093608,47.5164543,0.926831332,0.337627834,0.061029212,-0.413061414,,
43.53464318,17.41676131,78.56553185,30.15452944,47.29115994,0.905859426,0.202015086,0.029243669,-0.254138538,,
43.46286476,17.44954982,78.32792746,29.71647553,47.550813,0.690853673,0.465031452,0.036408298,-0.47919313,,
45.61963538,17.50434705,78.34858871,29.72920759,46.81250449,0.654259583,0.359914258,0.061458803,-0.453229222,,
40.01066456,17.38756606,78.41461489,29.86728355,47.12764728,0.770703214,0.598689565,-0.136604177,-0.553874422,,
44.68993394,17.38756606,78.5502605,30.15452944,47.29115994,0.905859426,0.224441257,0.005857535,-0.265993517,,
38.94766034,17.43787172,78.58754058,30.15452944,47.29115994,0.905859426,0.523875871,-0.226182893,-0.553640032,,
29.75318654,17.31659915,78.3593685,29.74529462,48.0243818,0.806763646,-0.024028174,-0.164397405,0.140557835,,
43.4697008,17.54207629,78.42584383,29.68316739,46.75500842,0.74540959,0.162200795,0.012191873,-0.237833868,,
41.4188888,17.51288104,78.56418438,29.90903685,47.45303408,0.882811497,0.325608556,-0.010148358,-0.392284424,,
43.33981604,17.37364217,78.58978637,30.15452944,47.29115994,0.905859426,0.530386002,-0.049363495,-0.491525718,,
40.33537646,17.39924416,78.51881946,29.97608364,47.0811341,0.848508279,0.176929181,-0.066387472,-0.24230734,,
41.55219158,17.43248182,78.42629299,29.86728355,47.12764728,0.770703214,0.138856205,0.050554348,-0.198914249,,
39.0775451,17.50973694,78.56867596,29.90903685,47.45303408,0.882811497,0.332908394,-0.016513289,-0.383700186,,
42.2392136,17.44730403,78.54442145,29.97608364,47.0811341,0.848508279,0.331747754,-0.053772818,-0.382471607,,
42.25288568,17.32603146,78.31714768,29.68843086,48.08804472,0.736680552,0.305392978,0.063056762,-0.401308274,,
45.24023516,17.32468399,78.47884443,29.94512766,47.48671738,0.874405406,0.247583551,0.005136713,-0.300611206,,
43.0253582,17.25012382,78.31041031,29.68843086,48.08804472,0.736680552,0.433785562,-0.01768727,-0.516880335,,
45.72217598,17.5366864,78.4038351,29.68316739,46.75500842,0.74540959,0.189501578,0.100702897,-0.260848963,,
44.11228856,17.3574725,78.46312391,29.97608364,47.0811341,0.848508279,0.213758615,-0.006844689,-0.244296634,,
39.8636897,17.46976191,78.49860737,29.77357556,47.01103567,0.82392845,0.653031015,-0.191185513,-0.573744943,,
41.7436007,17.50569452,78.35442776,29.68316739,46.75500842,0.74540959,0.264663707,-0.046171569,-0.314817337,,
43.83884696,17.39115932,78.48648011,29.97608364,47.0811341,0.848508279,0.284866616,-0.037399547,-0.314910473,,
41.24456978,17.46302454,78.35218198,29.68316739,46.75500842,0.74540959,0.240757589,-0.066196105,-0.294590331,,
45.85547876,17.37723543,78.50893799,29.97608364,47.0811341,0.848508279,0.358625009,-0.016681625,-0.41864755,,
46.9389911,17.34220114,78.57047259,30.1093608,47.5164543,0.926831332,0.362170717,0.031409896,-0.43859101,,
41.83588724,17.32019241,78.39664858,29.74529462,48.0243818,0.806763646,0.521013903,-0.14059041,-0.521135569,,
40.48576934,17.28156486,78.38541964,29.74529462,48.0243818,0.806763646,0.495923099,-0.145068585,-0.505842891,,
46.69631168,17.2779716,78.58529479,30.1093608,47.5164543,0.926831332,0.302512686,-0.01161352,-0.377543586,,
45.53076686,17.30851432,78.42629299,29.74529462,48.0243818,0.806763646,0.174643888,0.057789318,-0.23296428,,
43.51413506,17.47964338,78.31445273,29.72920759,46.81250449,0.654259583,0.307230369,-0.023818652,-0.342771349,,
45.43164428,17.52680493,78.409225,29.68316739,46.75500842,0.74540959,0.157283944,0.062066786,-0.254488021,,
44.41307432,17.38127785,78.44425929,29.86728355,47.12764728,0.770703214,0.170014278,0.060772804,-0.224340006,,
43.80124874,17.27662412,78.35532608,29.74529462,48.0243818,0.806763646,0.528548036,-0.178011202,-0.536601656,,
40.1029511,17.45089729,78.31175779,29.72920759,46.81250449,0.654259583,0.430080584,-0.055387941,-0.448102333,,
41.03948858,17.41855794,78.45908149,29.97608364,47.0811341,0.848508279,0.364908601,-0.036808559,-0.378311722,,
39.20401184,17.489974,78.55609954,29.90903685,47.45303408,0.882811497,0.406320037,-0.046955364,-0.423213616,,
42.54341738,17.38352364,78.39889437,29.86728355,47.12764728,0.770703214,0.381069162,0.018052076,-0.39036712,,
41.28558602,17.41271889,78.40338595,29.86728355,47.12764728,0.770703214,0.125482387,0.052125246,-0.161576574,,
40.6840145,17.51961841,78.48737843,29.77357556,47.01103567,0.82392845,0.512139653,-0.039434133,-0.522602624,,
